Id;Name;Country;Stadium;Coach;National;NameJapanese;NameSpanish;NameLatamSpanish;NameEnglish;NameUSEnglish;NameItalian;NamePortuguese;NameBrazilian;NameFrench;NameGerman;NameDutch;NameSwedish;NameRussian;NameGreek;NameTurkish;NameSimplifiedChinese;NameDatabase;NameEmpty1;NameEmpty2;NameEmpty3;NameEmpty4;ShortNameLicensed;ShortNameFake;Abbreviation;Commentary;StadiumFile;StadiumName;StadiumFileName;EmblemFile;EmblemFileName;Rival1;Rival2;Rival3;Banner1;Banner2;Banner3;Banner4;Kit1;Kit2;Kit3;Kit4;Kit5;Kit6;Kit7;Kit8;Kit9;Kit10;TeamColor1R;TeamColor1G;TeamColor1B;TeamColor2R;TeamColor2G;TeamColor2B;TurfPattern;SidelineColour;SeatColour;GoalStyle;NetPattern;GoalNettingDesign;GoalNettingColor1R;GoalNettingColor1G;GoalNettingColor1B;GoalNettingColor2R;GoalNettingColor2G;GoalNettingColor2B;Sponsor1;Sponsor2;Sponsor3;SponsorFile1;SponsorFile2;SponsorFile3;SponsorColorR;SponsorColorG;SponsorColorB;EditName;EditEmblem;EditStadium;EditStadiumName;EditStadiumFile;EditStadiumDetails;EditStadiumDetails2;EditRivals;EditBanners;EditTeamColors;EditCoach;EditSponsorFile;EditSponsorColors;EditSponsor;Edit1;Fake;LicencedPlayers;LicencedKits;LicencedCoach;LicencedCoach2;FeederTeam;ParentTeam;NonPlayableLeague;HasAnthem;AnthemStandingStyle;AnthemPlayersSinging;AnthemStandingAngle;Value1;Value2;Value3;Value4;Value5;Value6;Value7;ValueFF;Team2020_1;Team2020_2;Team2020_3;Team2020_4;Team2020_5;Team2020_6;Team2020_7;Team2020_8;Team2020_9;Team2020_10;Team2020_11;Country2020_1;Country2020_2;Country2020_3;Country2020_4;Country2020_5;Value2020_1;Value2020_2;Value2020_3;Value2020_4;Value2020_5;Value2020_6;Value2020_7;Value2020_8;Value2020_9;Value2020_10;Value2020_11;Value2020_12;Value2020_13;Value2020_14;Value2020_15;Value2020_16;Value2020_17
1550;SERBIA;303;60;232529;True;セルビア;SERBIA;SERBIA;SERBIA;SERBIA;SERBIA;SÉRVIA;SÉRVIA;SERBIE;SERBIEN;SERVIË;SERBIEN;СЕРБИЯ;ΣΕΡΒΙΑ;SIRBİSTAN;塞尔维亚;;;;;;SRB;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;True;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;303;0;0;0;0;0;-1;0;0;1966080;111427684;0;20;1;0;0;-1;0;0;0;0
1551;MONTENEGRO;304;60;231933;True;モンテネグロ;MONTENEGRO;MONTENEGRO;MONTENEGRO;MONTENEGRO;MONTENEGRO;MONTENEGRO;MONTENEGRO;MONTÉNÉGRO;MONTENEGRO;MONTENEGRO;MONTENEGRO;ЧЕРНОГОРИЯ;ΜΑΥΡΟΒΟΥΝΙΟ;KARADAĞ;黑山;;;;;;MNE;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;3;2;1;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;304;0;0;0;0;0;-1;0;0;262144;138903652;0;20;1;0;0;-1;0;0;0;0
1588;BARNSLEY R;204;60;364909;False;バーンズリー R;;;BARNSLEY R;;;;;;;;;;;;巴恩斯利 红;;;;;;BAR;BAR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;208;204;241;204;210;44500;671118640;-1;0;7;56050176;27264317;76;41;2;0;0;-1;0;0;0;0
1589;HULL OB;204;20;364123;False;ハル OB;;;HULL OB;;;;;;;;;;;;赫尔 橙黑;;;;;;HUL;HUL;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;214;204;232;204;0;79067;1887466800;-1;0;6;29755714;42107856;330;21;1;0;0;-1;0;0;0;0
1595;PONFERRADA AB;236;42;364101;False;ポンフェラーダ AB;;;PONFERRADA AB;;;;;;;;;;;;蓬费拉达 蓝白;;;;;;PON;PON;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;229;236;144;236;0;500;1241523984;-1;0;9;62538517;58950597;776;9;2;0;0;-1;0;0;0;0
1600;LA SPEZIA B;215;40;364195;False;ラ スペツィア B;;;LA SPEZIA B;;;;;;;;;;;;斯普雷莫内塞;;;;;;SPE;SPE;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;208;215;200;215;199;7833;1904224016;-1;0;8;55511621;44041377;521;9;2;0;0;-1;0;0;0;0
1706;BASEL;238;49;101950;False;バーゼル;;;BASEL;;;;;;;;;;;;巴塞尔;;;;;;BAS;BAS;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;1228;1950;0;1957;0;0;0;0;0;228;238;202;238;210;64033;1803600720;-1;0;6;80639232;27411622;194;22;1;0;0;-1;0;0;0;0
1753;DINAMO MOSKVA;230;18;102343;False;ディナモ モスクワ;;;DINAMO MOSKVA;;;;;;;;;;;;莫斯科迪纳莫;;;;;;DMO;MSB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;135;0;0;0;0;0;152;230;0;230;0;146700;1904224016;-1;0;8;38040064;50463816;205;21;2;0;0;-1;0;0;0;0
1760;BRISTOL R;204;60;262320;False;ブリストル R;;;BRISTOL R;;;;;;;;;;;;布里斯托尔 红;;;;;;BCI;BRR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;194;204;0;204;0;181567;1946207056;-1;0;5;37816642;44270151;204;9;1;0;0;-1;0;0;0;0
1761;BLACKPOOL OW;204;42;364362;False;ブラックプール OW;;;BLACKPOOL OW;;;;;;;;;;;;布莱克浦 橙白;;;;;;BLA;BLA;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;241;204;0;0;0;0;1887436800;-1;0;0;29163520;63062863;0;20;1;0;0;-1;0;0;0;0
1765;GRANADA RB;236;44;364250;False;グラナダ RB;;;GRANADA RB;;;;;;;;;;;;格拉纳达 红白;;;;;;GRA;GRA;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;148;236;228;236;153;2046851285;1912652624;-1;0;7;78908227;50726465;456;25;2;0;0;-1;0;0;0;0
1804;VITÓRIA GUIMARÃES;228;18;100899;False;ヴィトーリア ギマランイス;;;VITÓRIA GUIMARÃES;;;;;;;;;;;;吉马良斯;;;;;;GUI;GUI;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;191;192;2388;0;1974;0;0;0;0;4082;64;228;146;228;48;2046834619;134227728;-1;0;7;29953557;39977789;392;37;1;0;0;-1;0;0;0;0
1809;SİVASSPOR;190;60;101247;False;シヴァススポル;;;SİVASSPOR;;;;;;;;;;;;锡瓦斯体育;;;;;;SIV;SIV;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;134;0;0;0;0;0;0;0;80;190;229;190;146;234888674;612398384;-1;0;7;60520213;84428089;142;21;1;0;0;-1;0;0;0;0
1818;AAB;203;47;102411;False;オールボー;;;AAB;;;;;;;;;;;;奥尔堡;;;;;;AAB;AAB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;1207;0;0;0;0;0;0;0;226;203;224;203;234;13050;1988110096;-1;0;8;70418445;96535615;134;21;2;0;0;-1;0;0;0;0
1832;BRØNDBY;203;20;101993;False;ブランビュー;;;BRØNDBY;;;;;;;;;;;;布隆德比;;;;;;BIF;BRN;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;131;0;1207;0;0;0;0;0;226;203;203;210;200;33700;1988130096;-1;0;7;88211456;65062203;134;21;1;0;0;-1;0;0;0;0
1881;FAGIANO OKAYAMA;13;19;101777;False;ファジアーノ岡山;;;FAGIANO OKAYAMA;;;;;;;;;;;;冈山绿雉;;;;;;FGO;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;6;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;16;13;0;0;0;0;1224736768;-1;0;0;52822016;71762772;0;20;1;0;0;-1;0;0;0;0
1882;GIRAVANZ KITAKYUSHU;13;19;101344;False;ギラヴァンツ北九州;;;GIRAVANZ KITAKYUSHU;;;;;;;;;;;;北九州向日葵;;;;;;GVK;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;6;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;-1;0;0;5570560;12730468;0;20;1;0;0;-1;0;0;0;0
1909;SWANSEA W;204;17;364337;False;スウォンジー W;;;SWANSEA W;;;;;;;;;;;;斯旺西 白;;;;;;SWA;SWA;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;379;0;0;0;0;0;241;204;204;241;224;242433;1946207056;-1;0;5;72288578;27398568;450;37;1;0;0;-1;0;0;0;0
1910;NÎMES;208;18;362742;False;ニーム;;;NÎMES;;;;;;;;;;;;尼姆;;;;;;NIM;NIM;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;413;211;0;0;0;0;0;0;0;44;208;76;208;0;44783;696284464;-1;0;8;63376452;52495296;74;5;1;0;0;-1;0;0;0;0
1919;SASSUOLO NV;215;17;364096;False;サッスオーロ NV;;;SASSUOLO NV;;;;;;;;;;;;萨索洛 黑绿;;;;;;SAS;SAS;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;120;0;0;0;0;0;0;0;146;215;64;215;146;429667;1744930464;-1;0;5;54331915;50578610;521;21;1;0;0;-1;0;0;0;0
1920;CITTADELLA;215;19;102631;False;チッタデッラ;;;CITTADELLA;;;;;;;;;;;;奇塔代拉;;;;;;CIT;CIT;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;191;215;0;215;0;8033;671098640;-1;0;8;37685829;69272533;266;9;2;0;0;-1;0;0;0;0
1921;ARSENAL;144;40;100301;False;アルセナル;;;ARSENAL;;;;;;;;;;;;萨兰迪兵工厂;;;;;;ARS;SAR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;1240;1237;1238;0;0;0;0;0;0;0;152;144;152;144;0;0;1040197392;-1;0;8;30479895;16957918;389;5;2;0;0;-1;0;0;0;0
1922;HURACÁN;144;15;100853;False;ウラカン;;;HURACÁN;;;;;;;;;;;;飓风;;;;;;HUR;PAP;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;1237;138;139;0;1243;0;0;0;0;0;152;144;150;144;148;2046852202;1258341200;-1;0;8;30021143;33719131;261;37;1;0;0;-1;0;0;0;0
1923;COLÓN;144;15;498;False;コロン;;;COLÓN;;;;;;;;;;;;科隆竞技;;;;;;COL;SFN;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;1926;1924;2719;0;2538;0;0;0;0;0;152;144;152;144;148;385894521;30000;-1;0;8;4134522;23495264;138;37;1;0;0;-1;0;0;0;0
1924;GODOY CRUZ;144;15;102651;False;ゴドイ クルス;;;GODOY CRUZ;;;;;;;;;;;;戈多伊克鲁斯;;;;;;GOD;GOD;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;2722;1929;1241;0;0;0;0;0;0;0;150;144;152;144;150;11610;1275098416;-1;0;8;29890048;37913303;392;37;1;0;0;-1;0;0;0;0
1927;BANFIELD;144;40;101151;False;バンフィエルド;;;BANFIELD;;;;;;;;;;;;班菲尔德;;;;;;BAN;BAN;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;1240;1237;139;0;1929;0;0;0;0;0;80;144;150;144;152;1800;419460400;-1;0;8;30414336;10731994;454;9;1;0;0;-1;0;0;0;0
1929;LANÚS;144;20;172;False;ラヌース;;;LANÚS;;;;;;;;;;;;拉努斯;;;;;;LAN;LAN;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;2722;1237;139;0;1927;0;0;0;0;0;152;144;152;144;0;385890601;1258341200;-1;0;7;30021242;27476446;134;21;1;0;0;-1;0;0;0;0
1930;ATHLETICO PARANAENSE;146;42;362983;False;アトレチコ パラナエンセ;;;ATHLETICO PARANAENSE;;;;;;;;;;;;巴拉纳竞技;;;;;;CAP;PNV;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;1255;0;1931;0;0;0;0;0;0;146;144;146;148;19333;50000;-1;0;8;4658522;40009828;518;37;1;0;0;-1;0;0;0;0
1931;CORITIBA;146;15;262532;False;コリチーバ;;;CORITIBA;;;;;;;;;;;;科里蒂巴;;;;;;CFC;CUR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;1248;0;1930;0;0;0;0;0;30;146;0;146;0;9660;10000;-1;0;8;3937626;42271201;456;41;2;0;0;-1;0;0;0;0
1932;SANTA CATARINA PB;146;15;264433;False;サンタ カタリーナ PB;;;SANTA CATARINA PB;;;;;;;;;;;;圣卡塔琳娜 黑白;;;;;;FIG;SCA;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;2;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;146;0;0;10000;-1;0;10;4265306;73400420;1100;41;2;0;0;-1;0;0;0;0
1933;GOIÁS;146;15;363069;False;ゴイアス;;;GOIÁS;;;;;;;;;;;;戈伊亚斯;;;;;;GOI;GOI;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;1247;0;0;0;0;0;0;0;0;146;151;146;152;4200;10000;-1;0;8;4396378;44236900;525;41;2;0;0;-1;0;0;0;0
1935;NÁUTICO;146;15;362425;False;ナウチコ;;;NÁUTICO;;;;;;;;;;;;诺蒂卡;;;;;;NAU;RAV;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;150;146;150;146;144;0;10000;-1;0;10;4282901;56755292;397;5;2;0;0;-1;0;0;0;0
1936;SPORT RECIFE;146;15;363573;False;スポルチ レシフェ;;;SPORT RECIFE;;;;;;;;;;;;累西腓体育;;;;;;SPO;REC;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;1255;1245;1252;0;0;0;0;0;0;0;148;146;144;146;0;0;10000;-1;0;8;3413338;65291102;716;41;1;0;0;-1;0;0;0;0
1937;VITÓRIA;146;40;364536;False;ヴィトーリア;;;VITÓRIA;;;;;;;;;;;;维多利亚;;;;;;VIT;SAV;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;2453;0;0;0;0;0;152;146;144;146;0;369098752;10000;-1;0;9;4592986;35865057;529;41;1;0;0;-1;0;0;0;0
1941;RUBIN KAZAN;230;18;226;False;ルビン カザン;;;RUBIN KAZAN;;;;;;;;;;;;喀山红宝石;;;;;;RKA;KAZ;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;203;230;11;230;236;48900;134267728;-1;0;6;30175755;29524936;593;21;1;0;0;-1;0;0;0;0
1944;MADEIRA BP;228;40;264346;False;マデイラ BP;;;MADEIRA BP;;;;;;;;;;;;马德拉 白黑;;;;;;NAC;MAB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;2382;2389;1978;0;1976;0;0;0;0;2391;0;228;228;146;144;369104602;10000;-1;0;8;4263445;73400420;388;5;1;0;0;-1;0;0;0;0
1945;TRABZONSPOR;190;20;101179;False;トラブゾンスポル;;;TRABZONSPOR;;;;;;;;;;;;特拉布宗体育;;;;;;TS;TRZ;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;121;0;197;0;0;0;0;0;146;190;11;190;148;1107362756;1770026288;-1;0;7;61437710;80036791;339;21;1;0;0;-1;0;0;0;0
1950;YOUNG BOYS;238;20;100753;False;ヤングボーイズ;;;YOUNG BOYS;;;;;;;;;;;;伯尔尼年轻人;;;;;;YB;BER;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;4938;1957;0;1706;0;0;0;0;0;50;238;208;238;210;43367;545309520;-1;0;7;29390080;54690628;198;5;1;0;0;-1;0;0;0;0
1955;SION;238;47;102115;False;シオン;;;SION;;;;;;;;;;;;锡永;;;;;;SIO;SIO;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;212;219;5346;0;4964;0;0;0;0;0;208;238;146;238;208;1509991707;1224766768;-1;0;7;130053388;38045616;78;37;2;0;0;-1;0;0;0;0
1956;VADUZ R;238;60;264439;False;ファドゥーツ R;;;VADUZ R;;;;;;;;;;;;瓦杜茲 红;;;;;;VAD;VAD;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;238;238;218;0;0;10000;-1;0;10;4289792;73400420;137;21;1;0;0;-1;0;0;0;0
